date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:36:25	5184/5184	---M--	200	added ('OK')	application/javascript	etag:%221440-61533e7d72d05%22	http://localhost/goat/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.7.7	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.minac9e.js	(from http://localhost/goat/)
13:36:25	4997/4997	---M--	200	added ('OK')	application/javascript	etag:%221385-61533e0f7f829%22	http://localhost/goat/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.20.3	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/plugins/elementor/assets/js/webpack.runtime.mince8e.js	(from http://localhost/goat/)
13:36:26	4776/4776	---M--	200	added ('OK')	application/javascript	etag:%2212a8-623551af94500%22	http://localhost/goat/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/Goat/localhost/goat/wp-includes/js/dist/hooks.min4fdd.js	(from http://localhost/goat/)
13:36:28	9141/9141	---M--	200	added ('OK')	application/javascript	etag:%2223b5-611752b537700%22	http://localhost/goat/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Goat/localhost/goat/wp-includes/js/dist/i18n.minc33c.js	(from http://localhost/goat/)
13:36:31	21417/21417	---M--	200	added ('OK')	application/javascript	etag:%2253a9-61533e7d5bd88%22	http://localhost/goat/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.7.7	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/plugins/elementor-pro/assets/js/frontend.minac9e.js	(from http://localhost/goat/)
13:36:34	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-61533e0fae9d8%22	http://localhost/goat/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/goat/)
13:36:34	60168/60168	---M--	200	added ('OK')	application/javascript	etag:%22eb08-61533e0f55f72%22	http://localhost/goat/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.20.3	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/plugins/elementor/assets/js/frontend-modules.mince8e.js	(from http://localhost/goat/)
13:36:37	21464/21464	---M--	200	added ('OK')	application/javascript	etag:%2253d8-62d8342dcdb80%22	http://localhost/goat/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/Goat/localhost/goat/wp-includes/js/jquery/ui/core.minb37e.js	(from http://localhost/goat/)
13:36:41	40306/40306	---M--	200	added ('OK')	application/javascript	etag:%229d72-61533e0f55170%22	http://localhost/goat/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.20.3	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/plugins/elementor/assets/js/frontend.mince8e.js	(from http://localhost/goat/)
13:36:41	24382/24382	---M--	200	added ('OK')	application/javascript	etag:%225f3e-61533e7d58da2%22	http://localhost/goat/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.7.7	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/plugins/elementor-pro/assets/js/elements-handlers.minac9e.js	(from http://localhost/goat/)
13:36:42	3704/3704	---M--	200	added ('OK')	application/javascript	etag:%22e78-61533e7d7c8eb%22	http://localhost/goat/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.7.7	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.minac9e.js	(from http://localhost/goat/)
13:37:02	423564/423564	---M--	200	added ('OK')	image/png	etag:%226768c-6153586889dc0%22	http://localhost/goat/wp-content/uploads/2024/04/GOAT.png	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/uploads/2024/04/GOAT.png	(from http://localhost/goat/)
13:37:06	339377/339377	---M--	200	added ('OK')	image/png	etag:%2252db1-61538ad53cdc2%22	http://localhost/goat/wp-content/uploads/2024/04/Circle-icon.png	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/uploads/2024/04/Circle-icon.png	(from http://localhost/goat/)
13:38:45	759826/759826	---M--	200	added ('OK')	image/png	etag:%22b9812-61548173a9b5e%22	http://localhost/goat/wp-content/uploads/2024/04/Group-44-min-1.png	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/uploads/2024/04/Group-44-min-1.png	(from http://localhost/goat/wp-content/uploads/elementor/css/post-27.css?ver=1712349822)
13:38:45	759826/759826	---M--	200	added ('OK')	image/png	etag:%22b9812-6154818d0b3db%22	http://localhost/goat/wp-content/uploads/2024/04/Group-44-min-1-1.png	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/uploads/2024/04/Group-44-min-1-1.png	(from http://localhost/goat/wp-content/uploads/elementor/css/post-27.css?ver=1712349822)
13:38:55	759826/759826	---M--	200	added ('OK')	image/png	etag:%22b9812-6154819c6f957%22	http://localhost/goat/wp-content/uploads/2024/04/Group-44-min-1-2.png	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/uploads/2024/04/Group-44-min-1-2.png	(from http://localhost/goat/wp-content/uploads/elementor/css/post-27.css?ver=1712349822)
13:38:56	759826/759826	---M--	200	added ('OK')	image/png	etag:%22b9812-615481e297ee3%22	http://localhost/goat/wp-content/uploads/2024/04/Group-44-min-1-3.png	C:/My%20Web%20Sites/Goat/localhost/goat/wp-content/uploads/2024/04/Group-44-min-1-3.png	(from http://localhost/goat/wp-content/uploads/elementor/css/post-27.css?ver=1712349822)
